[2023.05.23 10:29:45.930] [HTTP] /Barchart.page (Method: GET, IP: ::1)
[2023.05.23 14:22:34.066] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:34.569] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:34.581] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.583] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.584] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.585] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:34.712] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:34.736] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.738] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.740] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.741] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:34.865] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:34.877] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.879] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.880] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:34.881] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:35.001] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:35.014] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.015] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.016] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.017] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:35.144] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:35.155] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.157] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.160] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.161] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:35.296] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:35.307] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.309] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.311] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.312] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:35.440] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:35.451] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.452] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.453] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.454] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:35.592] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:35.605] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.608] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.610] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.612] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:35.736] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:35.748] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.750] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.751] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.752] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:35.889] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:35.902] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.903] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.904] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:35.905] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:36.042] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:36.053] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.055] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.056] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.058] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:36.193] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:36.203] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.205] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.207] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.210] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:36.368] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:36.380] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.381] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.382] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.383] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:36.536] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:36.547] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.549] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.550] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:36.551] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:40.786] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:40.798] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:40.799] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:40.800] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:40.801] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:40.969] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:40.981] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:40.982] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:40.983] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:40.984] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:41.128] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:41.139] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:41.141] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:41.142] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:41.144] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:22:41.283] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:22:41.296] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:22:41.297] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:22:41.299] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:22:41.300] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:23:11.907] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:23:11.922] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:23:11.927] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:23:11.929] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:23:11.930] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:23:12.217] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:23:12.231] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:23:12.232] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:23:12.233] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:23:12.240] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:23:12.369] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 14:23:12.380] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 14:23:12.382] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 14:23:12.383] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 14:23:12.383] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 14:23:14.451] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:16.015] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:16.360] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:16.512] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:16.665] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:16.808] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:16.951] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:17.104] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:17.223] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:17.375] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:17.536] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:17.687] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 14:23:17.831] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 15:05:38.235] [HTTP] /1 (Method: GET, IP: ::1)
[2023.05.23 15:05:42.312] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 15:05:42.329] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 15:05:42.332] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 15:05:42.335] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 15:05:42.361] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 15:05:44.076] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 15:05:44.092] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 15:05:44.094] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 15:05:44.099] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 15:05:44.103] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 15:13:35.776] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 15:13:35.792] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 15:13:35.795] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 15:13:35.798] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 15:13:35.800] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 15:13:36.108] [HTTP] /Main.page (Method: GET, IP: ::1)
[2023.05.23 15:13:36.125] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 15:13:36.127] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 15:13:36.129] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 15:13:36.130] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 15:14:00.692] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 15:14:00.709] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 15:14:00.712] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 15:14:00.714] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 15:14:00.740] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 19:20:18.340] [HTTP] / (Method: GET, IP: ::1)
[2023.05.23 19:20:18.352] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 19:20:18.354] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 19:20:18.355] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 19:20:18.357] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
[2023.05.23 19:20:18.457] [HTTP] /favicon.ico (Method: GET, IP: ::1)
[2023.05.23 19:20:18.462] [Error:404] /favicon.ico/n Error: ENOENT: no such file or directory, stat 'C:\Users\jjy09\Desktop\metadata-team\dgcatholic\favicon.ico'/n
[2023.05.23 19:20:21.697] [HTTP] /Tablelist.page (Method: GET, IP: ::1)
[2023.05.23 19:20:21.705] [HTTP] /client/resources/css/reset.css (Method: GET, IP: ::1)
[2023.05.23 19:20:21.706] [HTTP] /client/resources/css/common.css (Method: GET, IP: ::1)
[2023.05.23 19:20:21.707] [HTTP] /client/resources/css/main.css (Method: GET, IP: ::1)
[2023.05.23 19:20:21.709] [HTTP] /client/build/bundle.js (Method: GET, IP: ::1)
